Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,31:14,.366,.313,.375,.250,0.0,6.5,3.0,5.0,0.0,2.7,18.4,26.3,63,118,-14.0
Stephen Curry,30:19,.439,.381,.476,.190,8.3,3.4,6.1,61.1,2.9,0.0,11.6,32.1,99,114,6.0
Kelly Oubre,25:39,.214,.214,.429,.000,13.1,11.9,12.6,11.9,1.7,6.6,17.6,25.0,54,110,-11.0
James Wiseman,24:17,.575,.577,.077,.615,3.5,21.0,11.4,0.0,3.6,0.0,5.7,27.2,107,107,3.3
Eric Paschall,21:33,.436,.417,.167,.333,3.9,0.0,2.1,0.0,0.0,3.9,0.0,12.1,96,119,-6.9
Brad Wanamaker,21:40,.399,.000,.500,2.000,0.0,4.7,2.1,18.0,0.0,0.0,21.0,8.3,90,120,-11.2
Jordan Poole,17:55,.250,.250,.250,.000,0.0,11.4,5.2,23.4,0.0,0.0,33.3,12.6,54,118,-13.9
Juan Toscano-Anderson,13:15,1.000,1.000,.000,.000,0.0,30.8,13.9,24.4,0.0,12.7,0.0,5.7,207,104,5.8
Marquese Chriss,12:26,.450,.450,.300,.000,20.3,41.1,29.7,17.9,0.0,0.0,0.0,30.4,103,109,2.3
Damion Lee,12:14,.750,.750,.500,.000,6.9,50.1,26.4,23.7,0.0,0.0,0.0,6.2,169,106,4.6
Kent Bazemore,11:35,.500,.500,.500,.000,0.0,17.6,8.0,25.2,3.7,0.0,50.0,13.0,63,107,-9.1
Kevon Looney,11:17,.450,.500,.000,.250,0.0,18.1,8.2,0.0,0.0,0.0,31.1,21.6,54,116,-18.8
Mychal Mulder,6:36,1.333,1.333,.667,.000,0.0,15.5,7.0,0.0,0.0,0.0,0.0,17.2,267,117,27.8
