Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Malik Beasley,38:42,7,17,.412,1,4,.250,3,3,1.000,2,4,6,0,1,0,2,3,18,+13
D'Angelo Russell,34:11,9,21,.429,3,6,.500,4,8,.500,0,2,2,6,1,0,2,4,25,-9
Josh Okogie,31:33,4,8,.500,0,1,.000,0,0,,3,3,6,2,0,1,1,3,8,-4
Karl-Anthony Towns,29:54,6,19,.316,1,5,.200,3,3,1.000,3,9,12,3,1,4,2,3,16,+11
Jake Layman,13:36,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,2,0,0
Ricky Rubio,26:42,3,8,.375,1,3,.333,2,2,1.000,0,4,4,6,1,0,1,4,9,+6
Anthony Edwards,22:20,8,12,.667,2,3,.667,0,0,,0,1,1,1,2,0,0,4,18,+6
Jarrett Culver,19:44,5,7,.714,3,3,1.000,1,2,.500,3,3,6,0,1,0,0,3,14,+9
Naz Reid,17:36,3,8,.375,2,4,.500,0,0,,0,2,2,2,1,0,1,1,8,-9
Juan Hernangómez,5:15,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-1
Ed Davis,0:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
