Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DeMar DeRozan,36:26,10,17,.588,3,4,.750,4,5,.800,1,4,5,8,2,0,2,2,27,+7
Dejounte Murray,29:59,5,15,.333,0,3,.000,1,1,1.000,2,8,10,10,0,0,2,3,11,-5
LaMarcus Aldridge,28:43,5,14,.357,1,5,.200,1,2,.500,1,5,6,4,0,1,0,2,12,-9
Keldon Johnson,28:27,5,15,.333,0,2,.000,2,2,1.000,2,7,9,0,1,1,2,2,12,-10
Lonnie Walker,24:53,6,14,.429,2,8,.250,0,1,.000,1,3,4,2,0,0,2,3,14,-13
Patty Mills,29:38,8,9,.889,5,6,.833,0,0,,1,0,1,3,0,0,1,2,21,+12
Rudy Gay,27:05,2,6,.333,1,4,.250,3,4,.750,1,4,5,2,0,0,3,3,8,+21
Jakob Poeltl,18:47,2,4,.500,0,0,,0,1,.000,4,3,7,5,0,0,2,0,4,+10
Devin Vassell,11:53,3,5,.600,1,1,1.000,0,0,,0,5,5,1,1,1,2,3,7,+14
Trey Lyles,4:08,1,1,1.000,1,1,1.000,0,0,,1,0,1,1,0,0,0,0,3,-2
